zip,type,primary_city,state,county,timezone
95311,STANDARD,Coulterville,CA,Mariposa County,America/Los_Angeles
95325,STANDARD,Hornitos,CA,Mariposa County,America/Los_Angeles
95338,STANDARD,Mariposa,CA,Mariposa County,America/Los_Angeles
95345,STANDARD,Midpines,CA,Mariposa County,America/Los_Angeles
95389,STANDARD,Yosemite National Park,CA,Mariposa County,America/Los_Angeles
29512,STANDARD,Bennettsville,SC,Marlboro County,America/New_York
29516,STANDARD,Blenheim,SC,Marlboro County,America/New_York
29525,STANDARD,Clio,SC,Marlboro County,America/New_York
29570,STANDARD,Mc Coll,SC,Marlboro County,America/New_York
29596,STANDARD,Wallace,SC,Marlboro County,America/New_York
49814,STANDARD,Champion,MI,Marquette County,America/Detroit
49841,STANDARD,Gwinn,MI,Marquette County,America/Detroit
49849,STANDARD,Ishpeming,MI,Marquette County,America/Detroit
49855,STANDARD,Marquette,MI,Marquette County,America/Detroit
49861,STANDARD,Michigamme,MI,Marquette County,America/Detroit
49866,STANDARD,Negaunee,MI,Marquette County,America/Detroit
49879,STANDARD,Republic,MI,Marquette County,America/Detroit
49885,STANDARD,Skandia,MI,Marquette County,America/Detroit
53920,STANDARD,Briggsville,WI,Marquette County,America/Chicago
53930,STANDARD,Endeavor,WI,Marquette County,America/Chicago
53949,STANDARD,Montello,WI,Marquette County,America/Chicago
53964,STANDARD,Westfield,WI,Marquette County,America/Chicago
54960,STANDARD,Neshkoro,WI,Marquette County,America/Chicago
26031,STANDARD,Benwood,WV,Marshall County,America/New_York
26033,STANDARD,Cameron,WV,Marshall County,America/New_York
26036,STANDARD,Dallas,WV,Marshall County,America/New_York
26038,STANDARD,Glen Dale,WV,Marshall County,America/New_York
26039,STANDARD,Glen Easton,WV,Marshall County,America/New_York
26040,STANDARD,Mcmechen,WV,Marshall County,America/New_York
26041,STANDARD,Moundsville,WV,Marshall County,America/New_York
26055,STANDARD,Proctor,WV,Marshall County,America/New_York
35016,STANDARD,Arab,AL,Marshall County,America/Chicago
35175,STANDARD,Union Grove,AL,Marshall County,America/Chicago
35747,STANDARD,Grant,AL,Marshall County,America/Chicago
35755,STANDARD,Langston,AL,Marshall County,America/Chicago
35950,STANDARD,Albertville,AL,Marshall County,America/Chicago
35951,STANDARD,Albertville,AL,Marshall County,America/Chicago
35957,STANDARD,Boaz,AL,Marshall County,America/Chicago
35976,STANDARD,Guntersville,AL,Marshall County,America/Chicago
35980,STANDARD,Horton,AL,Marshall County,America/Chicago
37019,STANDARD,Belfast,TN,Marshall County,America/Chicago
37034,STANDARD,Chapel Hill,TN,Marshall County,America/Chicago
37047,STANDARD,Cornersville,TN,Marshall County,America/Chicago
37091,STANDARD,Lewisburg,TN,Marshall County,America/Chicago
38611,STANDARD,Byhalia,MS,Marshall County,America/Chicago
38635,STANDARD,Holly Springs,MS,Marshall County,America/Chicago
38659,STANDARD,Potts Camp,MS,Marshall County,America/Chicago
38661,STANDARD,Red Banks,MS,Marshall County,America/Chicago
38685,STANDARD,Waterford,MS,Marshall County,America/Chicago
42025,STANDARD,Benton,KY,Marshall County,America/Chicago
42029,STANDARD,Calvert City,KY,Marshall County,America/Chicago
42044,STANDARD,Gilbertsville,KY,Marshall County,America/Chicago
42048,STANDARD,Hardin,KY,Marshall County,America/Chicago
46501,STANDARD,Argos,IN,Marshall County,America/Indiana/Indianapolis
46504,STANDARD,Bourbon,IN,Marshall County,America/Indiana/Indianapolis
46506,STANDARD,Bremen,IN,Marshall County,America/Indiana/Indianapolis
46511,STANDARD,Culver,IN,Marshall County,America/Indiana/Indianapolis
46563,STANDARD,Plymouth,IN,Marshall County,America/Indiana/Indianapolis
46570,STANDARD,Tippecanoe,IN,Marshall County,America/Indiana/Indianapolis
50005,STANDARD,Albion,IA,Marshall County,America/Chicago
50051,STANDARD,Clemons,IA,Marshall County,America/Chicago
50106,STANDARD,Gilman,IA,Marshall County,America/Chicago
50120,STANDARD,Haverhill,IA,Marshall County,America/Chicago
50141,STANDARD,Laurel,IA,Marshall County,America/Chicago
50148,STANDARD,Liscomb,IA,Marshall County,America/Chicago
50158,STANDARD,Marshalltown,IA,Marshall County,America/Chicago
50162,STANDARD,Melbourne,IA,Marshall County,America/Chicago
50234,STANDARD,Rhodes,IA,Marshall County,America/Chicago
50239,STANDARD,Saint Anthony,IA,Marshall County,America/Chicago
50247,STANDARD,State Center,IA,Marshall County,America/Chicago
56710,STANDARD,Alvarado,MN,Marshall County,America/Chicago
56713,STANDARD,Argyle,MN,Marshall County,America/Chicago
56724,STANDARD,Gatzke,MN,Marshall County,America/Chicago
56727,STANDARD,Grygla,MN,Marshall County,America/Chicago
56737,STANDARD,Middle River,MN,Marshall County,America/Chicago
56738,STANDARD,Newfolden,MN,Marshall County,America/Chicago
56744,STANDARD,Oslo,MN,Marshall County,America/Chicago
56757,STANDARD,Stephen,MN,Marshall County,America/Chicago
56758,STANDARD,Strandquist,MN,Marshall County,America/Chicago
56760,STANDARD,Viking,MN,Marshall County,America/Chicago
56762,STANDARD,Warren,MN,Marshall County,America/Chicago
57232,STANDARD,Eden,SD,Marshall County,America/Chicago
57247,STANDARD,Lake City,SD,Marshall County,America/Chicago
57270,STANDARD,Veblen,SD,Marshall County,America/Chicago
57421,STANDARD,Amherst,SD,Marshall County,America/Chicago
57430,STANDARD,Britton,SD,Marshall County,America/Chicago
57454,STANDARD,Langford,SD,Marshall County,America/Chicago
61369,STANDARD,Toluca,IL,Marshall County,America/Chicago
61375,STANDARD,Varna,IL,Marshall County,America/Chicago
61377,STANDARD,Wenona,IL,Marshall County,America/Chicago
61537,STANDARD,Henry,IL,Marshall County,America/Chicago
61540,STANDARD,Lacon,IL,Marshall County,America/Chicago
61565,STANDARD,Sparland,IL,Marshall County,America/Chicago
66403,STANDARD,Axtell,KS,Marshall County,America/Chicago
66406,STANDARD,Beattie,KS,Marshall County,America/Chicago
66411,STANDARD,Blue Rapids,KS,Marshall County,America/Chicago
66412,STANDARD,Bremen,KS,Marshall County,America/Chicago
66427,STANDARD,Frankfort,KS,Marshall County,America/Chicago
66438,STANDARD,Home,KS,Marshall County,America/Chicago
66508,STANDARD,Marysville,KS,Marshall County,America/Chicago
66518,STANDARD,Oketo,KS,Marshall County,America/Chicago
66541,STANDARD,Summerfield,KS,Marshall County,America/Chicago
66544,STANDARD,Vermillion,KS,Marshall County,America/Chicago
66548,STANDARD,Waterville,KS,Marshall County,America/Chicago
73439,STANDARD,Kingston,OK,Marshall County,America/Chicago
73440,STANDARD,Lebanon,OK,Marshall County,America/Chicago
73446,STANDARD,Madill,OK,Marshall County,America/Chicago
27840,STANDARD,Hamilton,NC,Martin County,America/New_York
27846,STANDARD,Jamesville,NC,Martin County,America/New_York
27857,STANDARD,Oak City,NC,Martin County,America/New_York
27871,STANDARD,Robersonville,NC,Martin County,America/New_York
27892,STANDARD,Williamston,NC,Martin County,America/New_York
33455,STANDARD,Hobe Sound,FL,Martin County,America/New_York
34956,STANDARD,Indiantown,FL,Martin County,America/New_York
34957,STANDARD,Jensen Beach,FL,Martin County,America/New_York
34990,STANDARD,Palm City,FL,Martin County,America/New_York
34994,STANDARD,Stuart,FL,Martin County,America/New_York
34996,STANDARD,Stuart,FL,Martin County,America/New_York
34997,STANDARD,Stuart,FL,Martin County,America/New_York
41203,STANDARD,Beauty,KY,Martin County,America/New_York
41214,STANDARD,Debord,KY,Martin County,America/New_York
41224,STANDARD,Inez,KY,Martin County,America/New_York
41231,STANDARD,Lovely,KY,Martin County,America/New_York
41250,STANDARD,Pilgrim,KY,Martin County,America/New_York
41262,STANDARD,Tomahawk,KY,Martin County,America/New_York
41267,STANDARD,Warfield,KY,Martin County,America/New_York
47522,STANDARD,Crane,IN,Martin County,America/Indiana/Vincennes
47553,STANDARD,Loogootee,IN,Martin County,America/Indiana/Vincennes
47581,STANDARD,Shoals,IN,Martin County,America/Indiana/Vincennes
56031,STANDARD,Fairmont,MN,Martin County,America/Chicago
56039,STANDARD,Granada,MN,Martin County,America/Chicago
56088,STANDARD,Truman,MN,Martin County,America/Chicago
56121,STANDARD,Ceylon,MN,Martin County,America/Chicago
56127,STANDARD,Dunnell,MN,Martin County,America/Chicago
56162,STANDARD,Ormsby,MN,Martin County,America/Chicago
56171,STANDARD,Sherburn,MN,Martin County,America/Chicago
56176,STANDARD,Trimont,MN,Martin County,America/Chicago
56181,STANDARD,Welcome,MN,Martin County,America/Chicago
79713,STANDARD,Ackerly,TX,Martin County,America/Chicago
79749,STANDARD,Lenorah,TX,Martin County,America/Chicago
79782,STANDARD,Stanton,TX,Martin County,America/Chicago
79783,STANDARD,Tarzan,TX,Martin County,America/Chicago
25106,STANDARD,Henderson,WV,Mason County,America/New_York
25123,STANDARD,Leon,WV,Mason County,America/New_York
25187,STANDARD,Southside,WV,Mason County,America/New_York
25253,STANDARD,Letart,WV,Mason County,America/New_York
25260,STANDARD,Mason,WV,Mason County,America/New_York
25287,STANDARD,West Columbia,WV,Mason County,America/New_York
25502,STANDARD,Apple Grove,WV,Mason County,America/New_York
25503,STANDARD,Ashton,WV,Mason County,America/New_York
25515,STANDARD,Gallipolis Ferry,WV,Mason County,America/New_York
25520,STANDARD,Glenwood,WV,Mason County,America/New_York
25550,STANDARD,Point Pleasant,WV,Mason County,America/New_York
41034,STANDARD,Dover,KY,Mason County,America/New_York
41055,STANDARD,Mayslick,KY,Mason County,America/New_York
41056,STANDARD,Maysville,KY,Mason County,America/New_York
49402,STANDARD,Branch,MI,Mason County,America/Detroit
49405,STANDARD,Custer,MI,Mason County,America/Detroit
49410,STANDARD,Fountain,MI,Mason County,America/Detroit
49411,STANDARD,Free Soil,MI,Mason County,America/Detroit
49431,STANDARD,Ludington,MI,Mason County,America/Detroit
49454,STANDARD,Scottville,MI,Mason County,America/Detroit
61532,STANDARD,Forest City,IL,Mason County,America/Chicago
61546,STANDARD,Manito,IL,Mason County,America/Chicago
61567,STANDARD,Topeka,IL,Mason County,America/Chicago
62617,STANDARD,Bath,IL,Mason County,America/Chicago
62633,STANDARD,Easton,IL,Mason County,America/Chicago
62644,STANDARD,Havana,IL,Mason County,America/Chicago
62655,STANDARD,Kilbourne,IL,Mason County,America/Chicago
62664,STANDARD,Mason City,IL,Mason County,America/Chicago
62682,STANDARD,San Jose,IL,Mason County,America/Chicago
76820,STANDARD,Art,TX,Mason County,America/Chicago
76842,STANDARD,Fredonia,TX,Mason County,America/Chicago
76856,STANDARD,Mason,TX,Mason County,America/Chicago
76869,STANDARD,Pontotoc,TX,Mason County,America/Chicago
98524,STANDARD,Allyn,WA,Mason County,America/Los_Angeles
98528,STANDARD,Belfair,WA,Mason County,America/Los_Angeles
98546,STANDARD,Grapeview,WA,Mason County,America/Los_Angeles
98548,STANDARD,Hoodsport,WA,Mason County,America/Los_Angeles
98555,STANDARD,Lilliwaup,WA,Mason County,America/Los_Angeles
98560,STANDARD,Matlock,WA,Mason County,America/Los_Angeles
98584,STANDARD,Shelton,WA,Mason County,America/Los_Angeles
98588,STANDARD,Tahuya,WA,Mason County,America/Los_Angeles
98592,STANDARD,Union,WA,Mason County,America/Los_Angeles
62908,STANDARD,Belknap,IL,Massac County,America/Chicago
62910,STANDARD,Brookport,IL,Massac County,America/Chicago
62960,STANDARD,Metropolis,IL,Massac County,America/Chicago
77414,STANDARD,Bay City,TX,Matagorda County,America/Chicago
77465,STANDARD,Palacios,TX,Matagorda County,America/Chicago
77468,STANDARD,Pledger,TX,Matagorda County,America/Chicago
77482,STANDARD,Van Vleck,TX,Matagorda County,America/Chicago
77483,STANDARD,Wadsworth,TX,Matagorda County,America/Chicago
99645,STANDARD,Palmer,AK,Matanuska-Susitna Borough,America/Anchorage
99654,STANDARD,Wasilla,AK,Matanuska-Susitna Borough,America/Anchorage
99676,STANDARD,Talkeetna,AK,Matanuska-Susitna Borough,America/Anchorage
99688,STANDARD,Willow,AK,Matanuska-Susitna Borough,America/Anchorage
23021,STANDARD,Bohannon,VA,Mathews County,America/New_York
23025,STANDARD,Cardinal,VA,Mathews County,America/New_York
23035,STANDARD,Cobbs Creek,VA,Mathews County,America/New_York
23045,STANDARD,Diggs,VA,Mathews County,America/New_York
23050,STANDARD,Dutton,VA,Mathews County,America/New_York
23056,STANDARD,Foster,VA,Mathews County,America/New_York
23068,STANDARD,Hallieford,VA,Mathews County,America/New_York
23076,STANDARD,Hudgins,VA,Mathews County,America/New_York
23109,STANDARD,Mathews,VA,Mathews County,America/New_York
23119,STANDARD,Moon,VA,Mathews County,America/New_York
23125,STANDARD,New Point,VA,Mathews County,America/New_York
23128,STANDARD,North,VA,Mathews County,America/New_York
23130,STANDARD,Onemo,VA,Mathews County,America/New_York
23138,STANDARD,Port Haywood,VA,Mathews County,America/New_York
23163,STANDARD,Susan,VA,Mathews County,America/New_York
96708,STANDARD,Haiku,HI,Maui County,Pacific/Honolulu
96713,STANDARD,Hana,HI,Maui County,Pacific/Honolulu
96732,STANDARD,Kahului,HI,Maui County,Pacific/Honolulu
96748,STANDARD,Kaunakakai,HI,Maui County,Pacific/Honolulu
96753,STANDARD,Kihei,HI,Maui County,Pacific/Honolulu
96761,STANDARD,Lahaina,HI,Maui County,Pacific/Honolulu
96768,STANDARD,Makawao,HI,Maui County,Pacific/Honolulu
96779,STANDARD,Paia,HI,Maui County,Pacific/Honolulu
96790,STANDARD,Kula,HI,Maui County,Pacific/Honolulu
96793,STANDARD,Wailuku,HI,Maui County,Pacific/Honolulu
00707,STANDARD,Maunabo,PR,Maunabo Municipio,America/Puerto_Rico
38401,STANDARD,Columbia,TN,Maury County,America/Chicago
38451,STANDARD,Culleoka,TN,Maury County,America/Chicago
38461,STANDARD,Hampshire,TN,Maury County,America/Chicago
38474,STANDARD,Mount Pleasant,TN,Maury County,America/Chicago
38482,STANDARD,Santa Fe,TN,Maury County,America/Chicago
38487,STANDARD,Williamsport,TN,Maury County,America/Chicago
78852,STANDARD,Eagle Pass,TX,Maverick County,America/Chicago
78877,STANDARD,Quemado,TX,Maverick County,America/Chicago
00680,STANDARD,Mayaguez,PR,Mayagüez Municipio,America/Puerto_Rico
00682,STANDARD,Mayaguez,PR,Mayagüez Municipio,America/Puerto_Rico
74330,STANDARD,Adair,OK,Mayes County,America/Chicago
74337,STANDARD,Chouteau,OK,Mayes County,America/Chicago
74352,STANDARD,Locust Grove,OK,Mayes County,America/Chicago
74361,STANDARD,Pryor,OK,Mayes County,America/Chicago
74365,STANDARD,Salina,OK,Mayes County,America/Chicago
74366,STANDARD,Spavinaw,OK,Mayes County,America/Chicago
74367,STANDARD,Strang,OK,Mayes County,America/Chicago
73010,STANDARD,Blanchard,OK,McClain County,America/Chicago
73065,STANDARD,Newcastle,OK,McClain County,America/Chicago
73080,STANDARD,Purcell,OK,McClain County,America/Chicago
73093,STANDARD,Washington,OK,McClain County,America/Chicago
73095,STANDARD,Wayne,OK,McClain County,America/Chicago
74831,STANDARD,Byars,OK,McClain County,America/Chicago
59201,STANDARD,Wolf Point,MT,McCone County,America/Denver
59214,STANDARD,Brockway,MT,McCone County,America/Denver
59215,STANDARD,Circle,MT,McCone County,America/Denver
59274,STANDARD,Vida,MT,McCone County,America/Denver
57012,STANDARD,Canistota,SD,McCook County,America/Chicago
57048,STANDARD,Montrose,SD,McCook County,America/Chicago
57058,STANDARD,Salem,SD,McCook County,America/Chicago
57319,STANDARD,Bridgewater,SD,McCook County,America/Chicago
57374,STANDARD,Spencer,SD,McCook County,America/Chicago
29821,STANDARD,Clarks Hill,SC,McCormick County,America/New_York
29835,STANDARD,Mc Cormick,SC,McCormick County,America/New_York
29840,STANDARD,Mount Carmel,SC,McCormick County,America/New_York
29845,STANDARD,Plum Branch,SC,McCormick County,America/New_York
29899,UNIQUE,Mc Cormick,SC,McCormick County,America/New_York
42001,STANDARD,Paducah,KY,McCracken County,America/Chicago
42003,STANDARD,Paducah,KY,McCracken County,America/Chicago
42053,STANDARD,Kevil,KY,McCracken County,America/Chicago
42086,STANDARD,West Paducah,KY,McCracken County,America/Chicago
42634,STANDARD,Parkers Lake,KY,McCreary County,America/New_York
42635,STANDARD,Pine Knot,KY,McCreary County,America/New_York
42638,STANDARD,Revelo,KY,McCreary County,America/New_York
42647,STANDARD,Stearns,KY,McCreary County,America/New_York
42649,STANDARD,Strunk,KY,McCreary County,America/New_York
42653,STANDARD,Whitley City,KY,McCreary County,America/New_York
76825,STANDARD,Brady,TX,McCulloch County,America/Chicago
76836,STANDARD,Doole,TX,McCulloch County,America/Chicago
76852,STANDARD,Lohn,TX,McCulloch County,America/Chicago
76858,STANDARD,Melvin,TX,McCulloch County,America/Chicago
76872,STANDARD,Rochelle,TX,McCulloch County,America/Chicago
76887,STANDARD,Voca,TX,McCulloch County,America/Chicago
74724,STANDARD,Bethel,OK,McCurtain County,America/Chicago
74728,STANDARD,Broken Bow,OK,McCurtain County,America/Chicago
74734,STANDARD,Eagletown,OK,McCurtain County,America/Chicago
74736,STANDARD,Garvin,OK,McCurtain County,America/Chicago
74740,STANDARD,Haworth,OK,McCurtain County,America/Chicago
74745,STANDARD,Idabel,OK,McCurtain County,America/Chicago
74754,STANDARD,Ringold,OK,McCurtain County,America/Chicago
74755,STANDARD,Rufe,OK,McCurtain County,America/Chicago
74764,STANDARD,Valliant,OK,McCurtain County,America/Chicago
74766,STANDARD,Wright City,OK,McCurtain County,America/Chicago
74957,STANDARD,Smithville,OK,McCurtain County,America/Chicago
74963,STANDARD,Watson,OK,McCurtain County,America/Chicago
64831,STANDARD,Anderson,MO,McDonald County,America/Chicago
64843,STANDARD,Goodman,MO,McDonald County,America/Chicago
64847,STANDARD,Lanagan,MO,McDonald County,America/Chicago
64854,STANDARD,Noel,MO,McDonald County,America/Chicago
64856,STANDARD,Pineville,MO,McDonald County,America/Chicago
64861,STANDARD,Rocky Comfort,MO,McDonald County,America/Chicago
64863,STANDARD,South West City,MO,McDonald County,America/Chicago
64867,STANDARD,Stella,MO,McDonald County,America/Chicago
65730,STANDARD,Powell,MO,McDonald County,America/Chicago
61411,STANDARD,Adair,IL,McDonough County,America/Chicago
61420,STANDARD,Blandinsville,IL,McDonough County,America/Chicago
61422,STANDARD,Bushnell,IL,McDonough County,America/Chicago
61438,STANDARD,Good Hope,IL,McDonough County,America/Chicago
61440,STANDARD,Industry,IL,McDonough County,America/Chicago
61455,STANDARD,Macomb,IL,McDonough County,America/Chicago
61470,STANDARD,Prairie City,IL,McDonough County,America/Chicago
61475,STANDARD,Sciota,IL,McDonough County,America/Chicago
62326,STANDARD,Colchester,IL,McDonough County,America/Chicago
62374,STANDARD,Tennessee,IL,McDonough County,America/Chicago
24801,STANDARD,Welch,WV,McDowell County,America/New_York
24808,STANDARD,Anawalt,WV,McDowell County,America/New_York
24815,STANDARD,Berwind,WV,McDowell County,America/New_York
24828,STANDARD,Davy,WV,McDowell County,America/New_York
24830,STANDARD,Elbert,WV,McDowell County,America/New_York
24844,STANDARD,Iaeger,WV,McDowell County,America/New_York
24850,STANDARD,Jolo,WV,McDowell County,America/New_York
24862,STANDARD,Mohawk,WV,McDowell County,America/New_York
24868,STANDARD,Northfork,WV,McDowell County,America/New_York
24872,STANDARD,Panther,WV,McDowell County,America/New_York
24873,STANDARD,Paynesville,WV,McDowell County,America/New_York
24879,STANDARD,Raysal,WV,McDowell County,America/New_York
24884,STANDARD,Squire,WV,McDowell County,America/New_York
24892,STANDARD,War,WV,McDowell County,America/New_York
28752,STANDARD,Marion,NC,McDowell County,America/New_York
28761,STANDARD,Nebo,NC,McDowell County,America/New_York
28762,STANDARD,Old Fort,NC,McDowell County,America/New_York
30808,STANDARD,Dearing,GA,McDuffie County,America/New_York
30824,STANDARD,Thomson,GA,McDuffie County,America/New_York
58710,STANDARD,Anamoose,ND,McHenry County,America/Chicago
58712,STANDARD,Balfour,ND,McHenry County,America/Chicago
58713,STANDARD,Bantry,ND,McHenry County,America/Chicago
58731,STANDARD,Deering,ND,McHenry County,America/Chicago
58736,STANDARD,Drake,ND,McHenry County,America/Chicago
58741,STANDARD,Granville,ND,McHenry County,America/Chicago
58744,STANDARD,Karlsruhe,ND,McHenry County,America/Chicago
58768,STANDARD,Norwich,ND,McHenry County,America/Chicago
58788,STANDARD,Towner,ND,McHenry County,America/Chicago
58789,STANDARD,Upham,ND,McHenry County,America/Chicago
58790,STANDARD,Velva,ND,McHenry County,America/Chicago
58792,STANDARD,Voltaire,ND,McHenry County,America/Chicago
60012,STANDARD,Crystal Lake,IL,McHenry County,America/Chicago
60013,STANDARD,Cary,IL,McHenry County,America/Chicago
60014,STANDARD,Crystal Lake,IL,McHenry County,America/Chicago
60021,STANDARD,Fox River Grove,IL,McHenry County,America/Chicago
60033,STANDARD,Harvard,IL,McHenry County,America/Chicago
60034,STANDARD,Hebron,IL,McHenry County,America/Chicago
60042,STANDARD,Island Lake,IL,McHenry County,America/Chicago
60050,STANDARD,Mchenry,IL,McHenry County,America/Chicago
60051,STANDARD,Mchenry,IL,McHenry County,America/Chicago
60071,STANDARD,Richmond,IL,McHenry County,America/Chicago
60072,STANDARD,Ringwood,IL,McHenry County,America/Chicago
60081,STANDARD,Spring Grove,IL,McHenry County,America/Chicago
60097,STANDARD,Wonder Lake,IL,McHenry County,America/Chicago
60098,STANDARD,Woodstock,IL,McHenry County,America/Chicago
60102,STANDARD,Algonquin,IL,McHenry County,America/Chicago
60142,STANDARD,Huntley,IL,McHenry County,America/Chicago
60152,STANDARD,Marengo,IL,McHenry County,America/Chicago
60156,STANDARD,Lake In The Hills,IL,McHenry County,America/Chicago
60180,STANDARD,Union,IL,McHenry County,America/Chicago
31305,STANDARD,Darien,GA,McIntosh County,America/New_York
31331,STANDARD,Townsend,GA,McIntosh County,America/New_York
58413,STANDARD,Ashley,ND,McIntosh County,America/Chicago
58460,STANDARD,Lehr,ND,McIntosh County,America/Chicago
58495,STANDARD,Wishek,ND,McIntosh County,America/Chicago
58581,STANDARD,Zeeland,ND,McIntosh County,America/Chicago
74426,STANDARD,Checotah,OK,McIntosh County,America/Chicago
74428,STANDARD,Council Hill,OK,McIntosh County,America/Chicago
74432,STANDARD,Eufaula,OK,McIntosh County,America/Chicago
74461,STANDARD,Stidham,OK,McIntosh County,America/Chicago
74845,STANDARD,Hanna,OK,McIntosh County,America/Chicago
16701,STANDARD,Bradford,PA,McKean County,America/New_York
16726,STANDARD,Cyclone,PA,McKean County,America/New_York
16727,STANDARD,Derrick City,PA,McKean County,America/New_York
16729,STANDARD,Duke Center,PA,McKean County,America/New_York
16731,STANDARD,Eldred,PA,McKean County,America/New_York
16732,STANDARD,Gifford,PA,McKean County,America/New_York
16735,STANDARD,Kane,PA,McKean County,America/New_York
16738,STANDARD,Lewis Run,PA,McKean County,America/New_York
16740,STANDARD,Mount Jewett,PA,McKean County,America/New_York
16743,STANDARD,Port Allegany,PA,McKean County,America/New_York
16744,STANDARD,Rew,PA,McKean County,America/New_York
16745,STANDARD,Rixford,PA,McKean County,America/New_York
16749,STANDARD,Smethport,PA,McKean County,America/New_York
16750,STANDARD,Turtlepoint,PA,McKean County,America/New_York
58634,STANDARD,Grassy Butte,ND,McKenzie County,America/Denver
58831,STANDARD,Alexander,ND,McKenzie County,America/Chicago
58835,STANDARD,Arnegard,ND,McKenzie County,America/Chicago
58838,STANDARD,Cartwright,ND,McKenzie County,America/Chicago
58847,STANDARD,Keene,ND,McKenzie County,America/Chicago
58854,STANDARD,Watford City,ND,McKenzie County,America/Chicago
87045,STANDARD,Prewitt,NM,McKinley County,America/Denver
87301,STANDARD,Gallup,NM,McKinley County,America/Denver
87312,STANDARD,Continental Divide,NM,McKinley County,America/Denver
87317,STANDARD,Gamerco,NM,McKinley County,America/Denver
87321,STANDARD,Ramah,NM,McKinley County,America/Denver
87323,STANDARD,Thoreau,NM,McKinley County,America/Denver
87325,STANDARD,Tohatchi,NM,McKinley County,America/Denver
87302,UNIQUE,Gallup,NM,Mckinley County,America/Denver
42327,STANDARD,Calhoun,KY,McLean County,America/Chicago
42350,STANDARD,Island,KY,McLean County,America/Chicago
42352,STANDARD,Livermore,KY,McLean County,America/Chicago
42371,STANDARD,Rumsey,KY,McLean County,America/Chicago
42372,STANDARD,Sacramento,KY,McLean County,America/Chicago
58531,STANDARD,Coleharbor,ND,McLean County,America/Chicago
58540,STANDARD,Garrison,ND,McLean County,America/Chicago
58559,STANDARD,Mercer,ND,McLean County,America/Chicago
58565,STANDARD,Riverdale,ND,McLean County,America/Chicago
58575,STANDARD,Turtle Lake,ND,McLean County,America/Chicago
58576,STANDARD,Underwood,ND,McLean County,America/Chicago
58577,STANDARD,Washburn,ND,McLean County,America/Chicago
58579,STANDARD,Wilton,ND,McLean County,America/Chicago
58716,STANDARD,Benedict,ND,McLean County,America/Chicago
58723,STANDARD,Butte,ND,McLean County,America/Chicago
58759,STANDARD,Max,ND,McLean County,America/Chicago
58775,STANDARD,Roseglen,ND,McLean County,America/Chicago
58778,STANDARD,Ruso,ND,McLean County,America/Chicago
61701,STANDARD,Bloomington,IL,McLean County,America/Chicago
61704,STANDARD,Bloomington,IL,McLean County,America/Chicago
61705,STANDARD,Bloomington,IL,McLean County,America/Chicago
61720,STANDARD,Anchor,IL,McLean County,America/Chicago
61722,STANDARD,Arrowsmith,IL,McLean County,America/Chicago
61724,STANDARD,Bellflower,IL,McLean County,America/Chicago
61725,STANDARD,Carlock,IL,McLean County,America/Chicago
61726,STANDARD,Chenoa,IL,McLean County,America/Chicago
61728,STANDARD,Colfax,IL,McLean County,America/Chicago
61730,STANDARD,Cooksville,IL,McLean County,America/Chicago
61731,STANDARD,Cropsey,IL,McLean County,America/Chicago
61732,STANDARD,Danvers,IL,McLean County,America/Chicago
61736,STANDARD,Downs,IL,McLean County,America/Chicago
61737,STANDARD,Ellsworth,IL,McLean County,America/Chicago
61744,STANDARD,Gridley,IL,McLean County,America/Chicago
61745,STANDARD,Heyworth,IL,McLean County,America/Chicago
61748,STANDARD,Hudson,IL,McLean County,America/Chicago
61752,STANDARD,Le Roy,IL,McLean County,America/Chicago
61753,STANDARD,Lexington,IL,McLean County,America/Chicago
61754,STANDARD,Mc Lean,IL,McLean County,America/Chicago
61761,STANDARD,Normal,IL,McLean County,America/Chicago
61770,STANDARD,Saybrook,IL,McLean County,America/Chicago
61772,STANDARD,Shirley,IL,McLean County,America/Chicago
61774,STANDARD,Stanford,IL,McLean County,America/Chicago
61776,STANDARD,Towanda,IL,McLean County,America/Chicago
61709,UNIQUE,Bloomington,IL,Mclean County,America/Chicago
61710,UNIQUE,Bloomington,IL,Mclean County,America/Chicago
61790,UNIQUE,Normal,IL,Mclean County,America/Chicago
61791,UNIQUE,Bloomington,IL,Mclean County,America/Chicago
61799,UNIQUE,Bloomington,IL,Mclean County,America/Chicago
76524,STANDARD,Eddy,TX,McLennan County,America/Chicago
76557,STANDARD,Moody,TX,McLennan County,America/Chicago
76624,STANDARD,Axtell,TX,McLennan County,America/Chicago
76630,STANDARD,Bruceville,TX,McLennan County,America/Chicago
76633,STANDARD,China Spring,TX,McLennan County,America/Chicago
76638,STANDARD,Crawford,TX,McLennan County,America/Chicago
76640,STANDARD,Elm Mott,TX,McLennan County,America/Chicago
76643,STANDARD,Hewitt,TX,McLennan County,America/Chicago
76655,STANDARD,Lorena,TX,McLennan County,America/Chicago
76657,STANDARD,Mc Gregor,TX,McLennan County,America/Chicago
76664,STANDARD,Mart,TX,McLennan County,America/Chicago
76682,STANDARD,Riesel,TX,McLennan County,America/Chicago
76691,STANDARD,West,TX,McLennan County,America/Chicago
76701,STANDARD,Waco,TX,McLennan County,America/Chicago
76704,STANDARD,Waco,TX,McLennan County,America/Chicago
76705,STANDARD,Waco,TX,McLennan County,America/Chicago
76706,STANDARD,Waco,TX,McLennan County,America/Chicago
