zip,type,primary_city,state,county,timezone
29620,STANDARD,Abbeville,SC,Abbeville County,America/New_York
29628,STANDARD,Calhoun Falls,SC,Abbeville County,America/New_York
29638,STANDARD,Donalds,SC,Abbeville County,America/New_York
29639,STANDARD,Due West,SC,Abbeville County,America/New_York
70516,STANDARD,Branch,LA,Acadia Parish,America/Chicago
70525,STANDARD,Church Point,LA,Acadia Parish,America/Chicago
70526,STANDARD,Crowley,LA,Acadia Parish,America/Chicago
70531,STANDARD,Egan,LA,Acadia Parish,America/Chicago
70537,STANDARD,Evangeline,LA,Acadia Parish,America/Chicago
70543,STANDARD,Iota,LA,Acadia Parish,America/Chicago
70559,STANDARD,Morse,LA,Acadia Parish,America/Chicago
70578,STANDARD,Rayne,LA,Acadia Parish,America/Chicago
23301,STANDARD,Accomac,VA,Accomack County,America/New_York
23302,STANDARD,Assawoman,VA,Accomack County,America/New_York
23303,STANDARD,Atlantic,VA,Accomack County,America/New_York
23306,STANDARD,Belle Haven,VA,Accomack County,America/New_York
23308,STANDARD,Bloxom,VA,Accomack County,America/New_York
23336,STANDARD,Chincoteague Island,VA,Accomack County,America/New_York
23337,STANDARD,Wallops Island,VA,Accomack County,America/New_York
23345,STANDARD,Davis Wharf,VA,Accomack County,America/New_York
23356,STANDARD,Greenbackville,VA,Accomack County,America/New_York
23357,STANDARD,Greenbush,VA,Accomack County,America/New_York
23358,STANDARD,Hacksneck,VA,Accomack County,America/New_York
23359,STANDARD,Hallwood,VA,Accomack County,America/New_York
23395,STANDARD,Horntown,VA,Accomack County,America/New_York
23396,STANDARD,Oak Hall,VA,Accomack County,America/New_York
23399,STANDARD,Jenkins Bridge,VA,Accomack County,America/New_York
23404,STANDARD,Locustville,VA,Accomack County,America/New_York
23409,STANDARD,Mears,VA,Accomack County,America/New_York
23410,STANDARD,Melfa,VA,Accomack County,America/New_York
23415,STANDARD,New Church,VA,Accomack County,America/New_York
23416,STANDARD,Oak Hall,VA,Accomack County,America/New_York
23417,STANDARD,Onancock,VA,Accomack County,America/New_York
23418,STANDARD,Onley,VA,Accomack County,America/New_York
23420,STANDARD,Painter,VA,Accomack County,America/New_York
23421,STANDARD,Parksley,VA,Accomack County,America/New_York
23426,STANDARD,Sanford,VA,Accomack County,America/New_York
23442,STANDARD,Temperanceville,VA,Accomack County,America/New_York
23488,STANDARD,Withams,VA,Accomack County,America/New_York
83616,STANDARD,Eagle,ID,Ada County,America/Boise
83634,STANDARD,Kuna,ID,Ada County,America/Boise
83642,STANDARD,Meridian,ID,Ada County,America/Boise
83646,STANDARD,Meridian,ID,Ada County,America/Boise
83669,STANDARD,Star,ID,Ada County,America/Boise
83702,STANDARD,Boise,ID,Ada County,America/Boise
83703,STANDARD,Boise,ID,Ada County,America/Boise
83704,STANDARD,Boise,ID,Ada County,America/Boise
83705,STANDARD,Boise,ID,Ada County,America/Boise
83706,STANDARD,Boise,ID,Ada County,America/Boise
83708,STANDARD,Boise,ID,Ada County,America/Boise
83709,STANDARD,Boise,ID,Ada County,America/Boise
83712,STANDARD,Boise,ID,Ada County,America/Boise
83713,STANDARD,Boise,ID,Ada County,America/Boise
83714,STANDARD,Garden City,ID,Ada County,America/Boise
83716,STANDARD,Boise,ID,Ada County,America/Boise
83720,UNIQUE,Boise,ID,Ada County,America/Boise
83721,UNIQUE,Boise,ID,Ada County,America/Boise
83722,UNIQUE,Boise,ID,Ada County,America/Boise
83724,UNIQUE,Boise,ID,Ada County,America/Boise
83725,UNIQUE,Boise,ID,Ada County,America/Boise
83726,UNIQUE,Boise,ID,Ada County,America/Boise
83727,UNIQUE,Boise,ID,Ada County,America/Boise
83728,UNIQUE,Boise,ID,Ada County,America/Boise
83729,UNIQUE,Boise,ID,Ada County,America/Boise
83730,UNIQUE,Boise,ID,Ada County,America/Boise
83731,UNIQUE,Boise,ID,Ada County,America/Boise
83732,UNIQUE,Boise,ID,Ada County,America/Boise
83733,UNIQUE,Boise,ID,Ada County,America/Boise
83735,UNIQUE,Boise,ID,Ada County,America/Boise
83756,UNIQUE,Boise,ID,Ada County,America/Boise
83757,UNIQUE,Boise,ID,Ada County,America/Boise
42715,STANDARD,Breeding,KY,Adair County,America/Chicago
42728,STANDARD,Columbia,KY,Adair County,America/Chicago
42741,STANDARD,Glens Fork,KY,Adair County,America/Chicago
42742,STANDARD,Gradyville,KY,Adair County,America/Chicago
42753,STANDARD,Knifley,KY,Adair County,America/Chicago
50002,STANDARD,Adair,IA,Adair County,America/Chicago
50837,STANDARD,Bridgewater,IA,Adair County,America/Chicago
50846,STANDARD,Fontanelle,IA,Adair County,America/Chicago
50849,STANDARD,Greenfield,IA,Adair County,America/Chicago
50858,STANDARD,Orient,IA,Adair County,America/Chicago
63501,STANDARD,Kirksville,MO,Adair County,America/Chicago
63533,STANDARD,Brashear,MO,Adair County,America/Chicago
63540,STANDARD,Gibbs,MO,Adair County,America/Chicago
63546,STANDARD,Greentop,MO,Adair County,America/Chicago
63559,STANDARD,Novinger,MO,Adair County,America/Chicago
74457,STANDARD,Proctor,OK,Adair County,America/Chicago
74931,STANDARD,Bunch,OK,Adair County,America/Chicago
74960,STANDARD,Stilwell,OK,Adair County,America/Chicago
74964,STANDARD,Watts,OK,Adair County,America/Chicago
74965,STANDARD,Westville,OK,Adair County,America/Chicago
17301,STANDARD,Abbottstown,PA,Adams County,America/New_York
17304,STANDARD,Aspers,PA,Adams County,America/New_York
17307,STANDARD,Biglerville,PA,Adams County,America/New_York
17316,STANDARD,East Berlin,PA,Adams County,America/New_York
17320,STANDARD,Fairfield,PA,Adams County,America/New_York
17325,STANDARD,Gettysburg,PA,Adams County,America/New_York
17340,STANDARD,Littlestown,PA,Adams County,America/New_York
17344,STANDARD,Mc Sherrystown,PA,Adams County,America/New_York
17350,STANDARD,New Oxford,PA,Adams County,America/New_York
17353,STANDARD,Orrtanna,PA,Adams County,America/New_York
17372,STANDARD,York Springs,PA,Adams County,America/New_York
17375,STANDARD,Peach Glen,PA,Adams County,America/New_York
39120,STANDARD,Natchez,MS,Adams County,America/Chicago
45144,STANDARD,Manchester,OH,Adams County,America/New_York
45616,STANDARD,Blue Creek,OH,Adams County,America/New_York
45650,STANDARD,Lynx,OH,Adams County,America/New_York
45660,STANDARD,Peebles,OH,Adams County,America/New_York
45679,STANDARD,Seaman,OH,Adams County,America/New_York
45693,STANDARD,West Union,OH,Adams County,America/New_York
45697,STANDARD,Winchester,OH,Adams County,America/New_York
46711,STANDARD,Berne,IN,Adams County,America/Indiana/Indianapolis
46733,STANDARD,Decatur,IN,Adams County,America/Indiana/Indianapolis
46740,STANDARD,Geneva,IN,Adams County,America/Indiana/Indianapolis
46772,STANDARD,Monroe,IN,Adams County,America/Indiana/Indianapolis
50839,STANDARD,Carbon,IA,Adams County,America/Chicago
50841,STANDARD,Corning,IA,Adams County,America/Chicago
50857,STANDARD,Nodaway,IA,Adams County,America/Chicago
50859,STANDARD,Prescott,IA,Adams County,America/Chicago
53910,STANDARD,Adams,WI,Adams County,America/Chicago
53934,STANDARD,Friendship,WI,Adams County,America/Chicago
53936,STANDARD,Grand Marsh,WI,Adams County,America/Chicago
53952,STANDARD,Oxford,WI,Adams County,America/Chicago
54613,STANDARD,Arkdale,WI,Adams County,America/Chicago
58639,STANDARD,Hettinger,ND,Adams County,America/Denver
58649,STANDARD,Reeder,ND,Adams County,America/Denver
62301,STANDARD,Quincy,IL,Adams County,America/Chicago
62305,STANDARD,Quincy,IL,Adams County,America/Chicago
62320,STANDARD,Camp Point,IL,Adams County,America/Chicago
62324,STANDARD,Clayton,IL,Adams County,America/Chicago
62325,STANDARD,Coatsburg,IL,Adams County,America/Chicago
62338,STANDARD,Fowler,IL,Adams County,America/Chicago
62339,STANDARD,Golden,IL,Adams County,America/Chicago
62346,STANDARD,La Prairie,IL,Adams County,America/Chicago
62347,STANDARD,Liberty,IL,Adams County,America/Chicago
62349,STANDARD,Loraine,IL,Adams County,America/Chicago
62351,STANDARD,Mendon,IL,Adams County,America/Chicago
62359,STANDARD,Paloma,IL,Adams County,America/Chicago
62360,STANDARD,Payson,IL,Adams County,America/Chicago
62365,STANDARD,Plainville,IL,Adams County,America/Chicago
62376,STANDARD,Ursa,IL,Adams County,America/Chicago
68901,STANDARD,Hastings,NE,Adams County,America/Chicago
68925,STANDARD,Ayr,NE,Adams County,America/Chicago
68950,STANDARD,Holstein,NE,Adams County,America/Chicago
68955,STANDARD,Juniata,NE,Adams County,America/Chicago
68956,STANDARD,Kenesaw,NE,Adams County,America/Chicago
68973,STANDARD,Roseland,NE,Adams County,America/Chicago
80019,STANDARD,Aurora,CO,Adams County,America/Denver
80022,STANDARD,Commerce City,CO,Adams County,America/Denver
80030,STANDARD,Westminster,CO,Adams County,America/Denver
80031,STANDARD,Westminster,CO,Adams County,America/Denver
80045,STANDARD,Aurora,CO,Adams County,America/Denver
80102,STANDARD,Bennett,CO,Adams County,America/Denver
80136,STANDARD,Strasburg,CO,Adams County,America/Denver
80221,STANDARD,Denver,CO,Adams County,America/Denver
80229,STANDARD,Denver,CO,Adams County,America/Denver
80233,STANDARD,Denver,CO,Adams County,America/Denver
80234,STANDARD,Denver,CO,Adams County,America/Denver
80241,STANDARD,Thornton,CO,Adams County,America/Denver
80260,STANDARD,Denver,CO,Adams County,America/Denver
80601,STANDARD,Brighton,CO,Adams County,America/Denver
80602,STANDARD,Brighton,CO,Adams County,America/Denver
80640,STANDARD,Henderson,CO,Adams County,America/Denver
83612,STANDARD,Council,ID,Adams County,America/Boise
83632,STANDARD,Indian Valley,ID,Adams County,America/Boise
83643,STANDARD,Mesa,ID,Adams County,America/Boise
83654,STANDARD,New Meadows,ID,Adams County,America/Boise
99105,STANDARD,Benge,WA,Adams County,America/Los_Angeles
99169,STANDARD,Ritzville,WA,Adams County,America/Los_Angeles
99341,STANDARD,Lind,WA,Adams County,America/Los_Angeles
99344,STANDARD,Othello,WA,Adams County,America/Los_Angeles
99371,STANDARD,Washtucna,WA,Adams County,America/Los_Angeles
17326,UNIQUE,Gettysburg,PA,Adams County,America/New_York
05443,STANDARD,Bristol,VT,Addison County,America/New_York
05456,STANDARD,Ferrisburgh,VT,Addison County,America/New_York
05472,STANDARD,New Haven,VT,Addison County,America/New_York
05473,STANDARD,North Ferrisburgh,VT,Addison County,America/New_York
05487,STANDARD,Starksboro,VT,Addison County,America/New_York
05491,STANDARD,Vergennes,VT,Addison County,America/New_York
05734,STANDARD,Bridport,VT,Addison County,America/New_York
05747,STANDARD,Granville,VT,Addison County,America/New_York
05748,STANDARD,Hancock,VT,Addison County,America/New_York
05753,STANDARD,Middlebury,VT,Addison County,America/New_York
05760,STANDARD,Orwell,VT,Addison County,America/New_York
05766,STANDARD,Ripton,VT,Addison County,America/New_York
05769,STANDARD,Salisbury,VT,Addison County,America/New_York
05770,STANDARD,Shoreham,VT,Addison County,America/New_York
05778,STANDARD,Whiting,VT,Addison County,America/New_York
00601,STANDARD,Adjuntas,PR,Adjuntas Municipio,America/Puerto_Rico
00602,STANDARD,Aguada,PR,Aguada Municipio,America/Puerto_Rico
00603,STANDARD,Aguadilla,PR,Aguadilla Municipio,America/Puerto_Rico
00690,STANDARD,San Antonio,PR,Aguadilla Municipio,America/Puerto_Rico
00703,STANDARD,Aguas Buenas,PR,Aguas Buenas Municipio,America/Puerto_Rico
00705,STANDARD,Aibonito,PR,Aibonito Municipio,America/Puerto_Rico
29105,STANDARD,Monetta,SC,Aiken County,America/New_York
29129,STANDARD,Ridge Spring,SC,Aiken County,America/New_York
29137,STANDARD,Salley,SC,Aiken County,America/New_York
29164,STANDARD,Wagener,SC,Aiken County,America/New_York
29801,STANDARD,Aiken,SC,Aiken County,America/New_York
29803,STANDARD,Aiken,SC,Aiken County,America/New_York
29805,STANDARD,Aiken,SC,Aiken County,America/New_York
29809,STANDARD,New Ellenton,SC,Aiken County,America/New_York
29828,STANDARD,Gloverville,SC,Aiken County,America/New_York
29829,STANDARD,Graniteville,SC,Aiken County,America/New_York
29831,STANDARD,Jackson,SC,Aiken County,America/New_York
29841,STANDARD,North Augusta,SC,Aiken County,America/New_York
29842,STANDARD,Beech Island,SC,Aiken County,America/New_York
29851,STANDARD,Warrenville,SC,Aiken County,America/New_York
29856,STANDARD,Windsor,SC,Aiken County,America/New_York
29808,UNIQUE,Aiken,SC,Aiken County,America/New_York
55748,STANDARD,Hill City,MN,Aitkin County,America/Chicago
55752,STANDARD,Jacobson,MN,Aitkin County,America/Chicago
55760,STANDARD,Mcgregor,MN,Aitkin County,America/Chicago
55785,STANDARD,Swatara,MN,Aitkin County,America/Chicago
55787,STANDARD,Tamarack,MN,Aitkin County,America/Chicago
56350,STANDARD,Mc Grath,MN,Aitkin County,America/Chicago
56431,STANDARD,Aitkin,MN,Aitkin County,America/Chicago
56469,STANDARD,Palisade,MN,Aitkin County,America/Chicago
32601,STANDARD,Gainesville,FL,Alachua County,America/New_York
32603,STANDARD,Gainesville,FL,Alachua County,America/New_York
32605,STANDARD,Gainesville,FL,Alachua County,America/New_York
32606,STANDARD,Gainesville,FL,Alachua County,America/New_York
32607,STANDARD,Gainesville,FL,Alachua County,America/New_York
32608,STANDARD,Gainesville,FL,Alachua County,America/New_York
32609,STANDARD,Gainesville,FL,Alachua County,America/New_York
32615,STANDARD,Alachua,FL,Alachua County,America/New_York
32618,STANDARD,Archer,FL,Alachua County,America/New_York
32631,STANDARD,Earleton,FL,Alachua County,America/New_York
32641,STANDARD,Gainesville,FL,Alachua County,America/New_York
32643,STANDARD,High Springs,FL,Alachua County,America/New_York
32653,STANDARD,Gainesville,FL,Alachua County,America/New_York
32667,STANDARD,Micanopy,FL,Alachua County,America/New_York
32669,STANDARD,Newberry,FL,Alachua County,America/New_York
32694,STANDARD,Waldo,FL,Alachua County,America/New_York
32610,UNIQUE,Gainesville,FL,Alachua County,America/New_York
32611,UNIQUE,Gainesville,FL,Alachua County,America/New_York
32612,UNIQUE,Gainesville,FL,Alachua County,America/New_York
27215,STANDARD,Burlington,NC,Alamance County,America/New_York
27217,STANDARD,Burlington,NC,Alamance County,America/New_York
27244,STANDARD,Elon,NC,Alamance County,America/New_York
27253,STANDARD,Graham,NC,Alamance County,America/New_York
27258,STANDARD,Haw River,NC,Alamance County,America/New_York
27302,STANDARD,Mebane,NC,Alamance County,America/New_York
27349,STANDARD,Snow Camp,NC,Alamance County,America/New_York
27220,UNIQUE,Burlington,NC,Alamance County,America/New_York
94501,STANDARD,Alameda,CA,Alameda County,America/Los_Angeles
94502,STANDARD,Alameda,CA,Alameda County,America/Los_Angeles
94536,STANDARD,Fremont,CA,Alameda County,America/Los_Angeles
94538,STANDARD,Fremont,CA,Alameda County,America/Los_Angeles
94539,STANDARD,Fremont,CA,Alameda County,America/Los_Angeles
94541,STANDARD,Hayward,CA,Alameda County,America/Los_Angeles
94542,STANDARD,Hayward,CA,Alameda County,America/Los_Angeles
94544,STANDARD,Hayward,CA,Alameda County,America/Los_Angeles
94545,STANDARD,Hayward,CA,Alameda County,America/Los_Angeles
94546,STANDARD,Castro Valley,CA,Alameda County,America/Los_Angeles
94550,STANDARD,Livermore,CA,Alameda County,America/Los_Angeles
94551,STANDARD,Livermore,CA,Alameda County,America/Los_Angeles
94552,STANDARD,Castro Valley,CA,Alameda County,America/Los_Angeles
94555,STANDARD,Fremont,CA,Alameda County,America/Los_Angeles
94560,STANDARD,Newark,CA,Alameda County,America/Los_Angeles
94566,STANDARD,Pleasanton,CA,Alameda County,America/Los_Angeles
94568,STANDARD,Dublin,CA,Alameda County,America/Los_Angeles
94577,STANDARD,San Leandro,CA,Alameda County,America/Los_Angeles
94578,STANDARD,San Leandro,CA,Alameda County,America/Los_Angeles
94579,STANDARD,San Leandro,CA,Alameda County,America/Los_Angeles
94580,STANDARD,San Lorenzo,CA,Alameda County,America/Los_Angeles
94586,STANDARD,Sunol,CA,Alameda County,America/Los_Angeles
94587,STANDARD,Union City,CA,Alameda County,America/Los_Angeles
94588,STANDARD,Pleasanton,CA,Alameda County,America/Los_Angeles
94601,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94602,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94603,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94605,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94606,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94607,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94608,STANDARD,Emeryville,CA,Alameda County,America/Los_Angeles
94609,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94610,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94611,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94612,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94615,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94617,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94618,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94619,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94621,STANDARD,Oakland,CA,Alameda County,America/Los_Angeles
94702,STANDARD,Berkeley,CA,Alameda County,America/Los_Angeles
94703,STANDARD,Berkeley,CA,Alameda County,America/Los_Angeles
94704,STANDARD,Berkeley,CA,Alameda County,America/Los_Angeles
94705,STANDARD,Berkeley,CA,Alameda County,America/Los_Angeles
94706,STANDARD,Albany,CA,Alameda County,America/Los_Angeles
94707,STANDARD,Berkeley,CA,Alameda County,America/Los_Angeles
94708,STANDARD,Berkeley,CA,Alameda County,America/Los_Angeles
94709,STANDARD,Berkeley,CA,Alameda County,America/Los_Angeles
94710,STANDARD,Berkeley,CA,Alameda County,America/Los_Angeles
94622,UNIQUE,Oakland,CA,Alameda County,America/Los_Angeles
94625,UNIQUE,Oakland,CA,Alameda County,America/Los_Angeles
94649,UNIQUE,Oakland,CA,Alameda County,America/Los_Angeles
94659,UNIQUE,Oakland,CA,Alameda County,America/Los_Angeles
94660,UNIQUE,Oakland,CA,Alameda County,America/Los_Angeles
94666,UNIQUE,Oakland,CA,Alameda County,America/Los_Angeles
94720,UNIQUE,Berkeley,CA,Alameda County,America/Los_Angeles
81101,STANDARD,Alamosa,CO,Alamosa County,America/Denver
81136,STANDARD,Hooper,CO,Alamosa County,America/Denver
81146,STANDARD,Mosca,CO,Alamosa County,America/Denver
81102,UNIQUE,Alamosa,CO,Alamosa County,America/Denver
12007,STANDARD,Alcove,NY,Albany County,America/New_York
12009,STANDARD,Altamont,NY,Albany County,America/New_York
12023,STANDARD,Berne,NY,Albany County,America/New_York
12041,STANDARD,Clarksville,NY,Albany County,America/New_York
12046,STANDARD,Coeymans Hollow,NY,Albany County,America/New_York
12047,STANDARD,Cohoes,NY,Albany County,America/New_York
12054,STANDARD,Delmar,NY,Albany County,America/New_York
12055,STANDARD,Dormansville,NY,Albany County,America/New_York
12059,STANDARD,East Berne,NY,Albany County,America/New_York
12067,STANDARD,Feura Bush,NY,Albany County,America/New_York
12077,STANDARD,Glenmont,NY,Albany County,America/New_York
12084,STANDARD,Guilderland,NY,Albany County,America/New_York
12085,STANDARD,Guilderland Center,NY,Albany County,America/New_York
12110,STANDARD,Latham,NY,Albany County,America/New_York
12120,STANDARD,Medusa,NY,Albany County,America/New_York
12143,STANDARD,Ravena,NY,Albany County,America/New_York
12147,STANDARD,Rensselaerville,NY,Albany County,America/New_York
12158,STANDARD,Selkirk,NY,Albany County,America/New_York
12159,STANDARD,Slingerlands,NY,Albany County,America/New_York
12183,STANDARD,Troy,NY,Albany County,America/New_York
12186,STANDARD,Voorheesville,NY,Albany County,America/New_York
12189,STANDARD,Watervliet,NY,Albany County,America/New_York
12193,STANDARD,Westerlo,NY,Albany County,America/New_York
12202,STANDARD,Albany,NY,Albany County,America/New_York
12203,STANDARD,Albany,NY,Albany County,America/New_York
12204,STANDARD,Albany,NY,Albany County,America/New_York
12205,STANDARD,Albany,NY,Albany County,America/New_York
12206,STANDARD,Albany,NY,Albany County,America/New_York
12207,STANDARD,Albany,NY,Albany County,America/New_York
12208,STANDARD,Albany,NY,Albany County,America/New_York
12209,STANDARD,Albany,NY,Albany County,America/New_York
12210,STANDARD,Albany,NY,Albany County,America/New_York
12211,STANDARD,Albany,NY,Albany County,America/New_York
12223,STANDARD,Albany,NY,Albany County,America/New_York
12226,STANDARD,Albany,NY,Albany County,America/New_York
12247,STANDARD,Albany,NY,Albany County,America/New_York
12260,STANDARD,Albany,NY,Albany County,America/New_York
12469,STANDARD,Preston Hollow,NY,Albany County,America/New_York
82051,STANDARD,Bosler,WY,Albany County,America/Denver
82052,STANDARD,Buford,WY,Albany County,America/Denver
82058,STANDARD,Garrett,WY,Albany County,America/Denver
82063,STANDARD,Jelm,WY,Albany County,America/Denver
82070,STANDARD,Laramie,WY,Albany County,America/Denver
82072,STANDARD,Laramie,WY,Albany County,America/Denver
82083,STANDARD,Rock River,WY,Albany County,America/Denver
12214,UNIQUE,Albany,NY,Albany County,America/New_York
12222,UNIQUE,Albany,NY,Albany County,America/New_York
12227,UNIQUE,Albany,NY,Albany County,America/New_York
12228,UNIQUE,Albany,NY,Albany County,America/New_York
12229,UNIQUE,Albany,NY,Albany County,America/New_York
12230,UNIQUE,Albany,NY,Albany County,America/New_York
12231,UNIQUE,Albany,NY,Albany County,America/New_York
12232,UNIQUE,Albany,NY,Albany County,America/New_York
12233,UNIQUE,Albany,NY,Albany County,America/New_York
12234,UNIQUE,Albany,NY,Albany County,America/New_York
12235,UNIQUE,Albany,NY,Albany County,America/New_York
12236,UNIQUE,Albany,NY,Albany County,America/New_York
12237,UNIQUE,Albany,NY,Albany County,America/New_York
12238,UNIQUE,Albany,NY,Albany County,America/New_York
12239,UNIQUE,Albany,NY,Albany County,America/New_York
12240,UNIQUE,Albany,NY,Albany County,America/New_York
12241,UNIQUE,Albany,NY,Albany County,America/New_York
12242,UNIQUE,Albany,NY,Albany County,America/New_York
12243,UNIQUE,Albany,NY,Albany County,America/New_York
12244,UNIQUE,Albany,NY,Albany County,America/New_York
12245,UNIQUE,Albany,NY,Albany County,America/New_York
12246,UNIQUE,Albany,NY,Albany County,America/New_York
12248,UNIQUE,Albany,NY,Albany County,America/New_York
12249,UNIQUE,Albany,NY,Albany County,America/New_York
12250,UNIQUE,Albany,NY,Albany County,America/New_York
12252,UNIQUE,Albany,NY,Albany County,America/New_York
12255,UNIQUE,Albany,NY,Albany County,America/New_York
12256,UNIQUE,Albany,NY,Albany County,America/New_York
12257,UNIQUE,Albany,NY,Albany County,America/New_York
12261,UNIQUE,Albany,NY,Albany County,America/New_York
12288,UNIQUE,Albany,NY,Albany County,America/New_York
22901,STANDARD,Charlottesville,VA,Albemarle County,America/New_York
22904,STANDARD,Charlottesville,VA,Albemarle County,America/New_York
22911,STANDARD,Charlottesville,VA,Albemarle County,America/New_York
22931,STANDARD,Covesville,VA,Albemarle County,America/New_York
22932,STANDARD,Crozet,VA,Albemarle County,America/New_York
22936,STANDARD,Earlysville,VA,Albemarle County,America/New_York
22937,STANDARD,Esmont,VA,Albemarle County,America/New_York
22940,STANDARD,Free Union,VA,Albemarle County,America/New_York
22943,STANDARD,Greenwood,VA,Albemarle County,America/New_York
22946,STANDARD,Keene,VA,Albemarle County,America/New_York
22947,STANDARD,Keswick,VA,Albemarle County,America/New_York
22959,STANDARD,North Garden,VA,Albemarle County,America/New_York
24590,STANDARD,Scottsville,VA,Albemarle County,America/New_York
48705,STANDARD,Barton City,MI,Alcona County,America/Detroit
48721,STANDARD,Black River,MI,Alcona County,America/Detroit
48728,STANDARD,Curran,MI,Alcona County,America/Detroit
48737,STANDARD,Glennie,MI,Alcona County,America/Detroit
48738,STANDARD,Greenbush,MI,Alcona County,America/Detroit
48740,STANDARD,Harrisville,MI,Alcona County,America/Detroit
48742,STANDARD,Lincoln,MI,Alcona County,America/Detroit
48745,STANDARD,Mikado,MI,Alcona County,America/Detroit
48762,STANDARD,Spruce,MI,Alcona County,America/Detroit
38834,STANDARD,Corinth,MS,Alcorn County,America/Chicago
38846,STANDARD,Glen,MS,Alcorn County,America/Chicago
38865,STANDARD,Rienzi,MS,Alcorn County,America/Chicago
28636,STANDARD,Hiddenite,NC,Alexander County,America/New_York
28678,STANDARD,Stony Point,NC,Alexander County,America/New_York
28681,STANDARD,Taylorsville,NC,Alexander County,America/New_York
62914,STANDARD,Cairo,IL,Alexander County,America/Chicago
62957,STANDARD,Mc Clure,IL,Alexander County,America/Chicago
62962,STANDARD,Miller City,IL,Alexander County,America/Chicago
62969,STANDARD,Olive Branch,IL,Alexander County,America/Chicago
62988,STANDARD,Tamms,IL,Alexander County,America/Chicago
62990,STANDARD,Thebes,IL,Alexander County,America/Chicago
22301,STANDARD,Alexandria,VA,Alexandria city,America/New_York
22302,STANDARD,Alexandria,VA,Alexandria city,America/New_York
22304,STANDARD,Alexandria,VA,Alexandria city,America/New_York
22305,STANDARD,Alexandria,VA,Alexandria city,America/New_York
22311,STANDARD,Alexandria,VA,Alexandria city,America/New_York
22314,STANDARD,Alexandria,VA,Alexandria city,America/New_York
22331,STANDARD,Alexandria,VA,Alexandria City,America/New_York
22332,STANDARD,Alexandria,VA,Alexandria City,America/New_York
22321,UNIQUE,Alexandria,VA,Alexandria City,America/New_York
22333,UNIQUE,Alexandria,VA,Alexandria City,America/New_York
22334,UNIQUE,Alexandria,VA,Alexandria City,America/New_York
22336,UNIQUE,Alexandria,VA,Alexandria City,America/New_York
73716,STANDARD,Aline,OK,Alfalfa County,America/Chicago
73719,STANDARD,Amorita,OK,Alfalfa County,America/Chicago
73722,STANDARD,Burlington,OK,Alfalfa County,America/Chicago
73726,STANDARD,Carmen,OK,Alfalfa County,America/Chicago
73728,STANDARD,Cherokee,OK,Alfalfa County,America/Chicago
73739,STANDARD,Goltry,OK,Alfalfa County,America/Chicago
73741,STANDARD,Helena,OK,Alfalfa County,America/Chicago
73749,STANDARD,Jet,OK,Alfalfa County,America/Chicago
49806,STANDARD,Au Train,MI,Alger County,America/Detroit
49816,STANDARD,Chatham,MI,Alger County,America/Detroit
49822,STANDARD,Deerton,MI,Alger County,America/Detroit
49862,STANDARD,Munising,MI,Alger County,America/Detroit
49884,STANDARD,Shingleton,MI,Alger County,America/Detroit
49891,STANDARD,Trenary,MI,Alger County,America/Detroit
49895,STANDARD,Wetmore,MI,Alger County,America/Detroit
52140,STANDARD,Dorchester,IA,Allamakee County,America/Chicago
52146,STANDARD,Harpers Ferry,IA,Allamakee County,America/Chicago
52151,STANDARD,Lansing,IA,Allamakee County,America/Chicago
52160,STANDARD,New Albin,IA,Allamakee County,America/Chicago
52162,STANDARD,Postville,IA,Allamakee County,America/Chicago
52170,STANDARD,Waterville,IA,Allamakee County,America/Chicago
52172,STANDARD,Waukon,IA,Allamakee County,America/Chicago
49010,STANDARD,Allegan,MI,Allegan County,America/Detroit
49070,STANDARD,Martin,MI,Allegan County,America/Detroit
49078,STANDARD,Otsego,MI,Allegan County,America/Detroit
49080,STANDARD,Plainwell,MI,Allegan County,America/Detroit
49323,STANDARD,Dorr,MI,Allegan County,America/Detroit
49328,STANDARD,Hopkins,MI,Allegan County,America/Detroit
49344,STANDARD,Shelbyville,MI,Allegan County,America/Detroit
49348,STANDARD,Wayland,MI,Allegan County,America/Detroit
49408,STANDARD,Fennville,MI,Allegan County,America/Detroit
49419,STANDARD,Hamilton,MI,Allegan County,America/Detroit
49450,STANDARD,Pullman,MI,Allegan County,America/Detroit
49453,STANDARD,Saugatuck,MI,Allegan County,America/Detroit
14708,STANDARD,Alma,NY,Allegany County,America/New_York
14709,STANDARD,Angelica,NY,Allegany County,America/New_York
14711,STANDARD,Belfast,NY,Allegany County,America/New_York
14714,STANDARD,Black Creek,NY,Allegany County,America/New_York
